FIRE,MIN_NEAR_D,vegID,geomor1,aspect,slope,dem,Bio1,Bio2,Bio3,Bio4,Bio5,Bio6,Bio7,Bio8,Bio9,Bio10,Bio11,Bio12,Bio13,Bio14,Bio15,Bio16,Bio17,Bio18,Bio19,tadem,pa,im,aridity
Yes,1179.527 ,6,31,42.528 ,89.991 ,649,-1.0833,14.9,26.1404,1586.1665,25.4,-31.6,57,17.35,-17.5833,17.35,-21.55,495,142,3,113.1609,336,11,336,11,-28,4931,641,794
Yes,1211.467 ,10,31,173.915 ,89.991 ,376,-3.025,14.1,25,1618.8906,24.4,-32,56.4,16.1833,-23.35,16.1833,-23.35,505,129,4,101.5624,321,14,321,14,-14,5294,811,794
Yes,1094.132 ,10,16,180.000 ,89.846 ,362,-0.9333,14.75,25.9227,1591.3678,25.5,-31.4,56.9,17.5333,-21.5,17.5333,-21.5,507,144,4,110.5181,338,14,338,14,-28,4926,631,794
Yes,5297.309 ,21,12,313.224 ,89.990 ,483,-1.1083,14.8,25.9194,1598.5431,25.4,-31.7,57.1,17.4333,-17.7667,17.4333,-21.7833,497,142,3,113.0356,337,11,337,11,-14,5294,811,794
Yes,309.717 ,5,11,178.493 ,89.976 ,393,-2.0583,14.6833,26.2671,1559.3353,24.2,-31.7,55.9,16.2,-21.9833,16.2,-21.9833,536,147,4,107.5137,352,14,352,14,-14,5290,811,794
Yes,708.061 ,21,31,70.594 ,89.990 ,497,-3.4583,14.1,25.2236,1597.1833,23.7,-32.2,55.9,15.55,-23.45,15.55,-23.45,531,136,5,101.3299,338,17,338,17,-14,5292,807,795
Yes,779.649 ,6,13,352.439 ,89.984 ,564,-1.9708,15.0917,26.0201,1613.6399,25,-33,58,16.7833,-18.75,16.7833,-22.8,509,140,4,107.8023,335,15,335,15,-14,5293,808,795
Yes,3067.279 ,21,41,153.435 ,89.986 ,637,-1.8667,14.6667,26.0509,1573.1993,24.5,-31.8,56.3,16.5,-22.0167,16.5,-22.0167,526,145,4,107.8663,346,14,346,14,-15,5287,810,795
Yes,10721.564 ,6,27,203.857 ,89.993 ,592,-2.8542,14.725,25.6087,1605.0396,24.3,-33.2,57.5,15.95,-23.35,15.95,-23.35,521,136,5,102.8479,333,16,333,16,-14,5292,808,795
Yes,6190.716 ,6,42,190.008 ,89.973 ,831,-1.5125,14.7417,26.1841,1575.2158,24.8,-31.5,56.3,16.8667,-21.7,16.8667,-21.7,516,143,3,109.2329,342,13,342,13,-14,5290,809,795
Yes,4242.637 ,6,41,75.510 ,89.980 ,697,-2.4,14.7167,26.0472,1576.4647,24.4,-32.1,56.5,16.15,-22.4333,16.15,-22.4333,528,138,5,103.462,340,17,340,17,-22,5135,793,795
Yes,7076.325 ,6,31,94.720 ,89.983 ,423,-1.0875,14.7417,26.3244,1556.8239,25,-31,56,17.0833,-21.0667,17.0833,-21.0667,507,144,3,111.2413,340,12,340,12,-14,5290,806,796
Yes,2838.603 ,6,42,55.008 ,89.981 ,830,-1.4167,14.7833,26.3988,1557.5378,24.7,-31.3,56,16.7667,-21.4167,16.7667,-21.4167,517,146,3,110.651,345,12,345,12,-14,5290,804,796
Yes,1611.093 ,10,11,108.435 ,89.708 ,369,-3.1875,14.3083,25.1465,1650.6102,24.8,-32.1,56.9,16.4,-23.8333,16.4,-23.8333,484,120,5,99.3481,305,17,305,17,-14,5291,805,796
Yes,847.218 ,6,42,326.310 ,89.744 ,939,-1.5125,15.125,26.4886,1579.9125,25.1,-32,57.1,16.9667,-21.8167,16.9667,-21.8167,509,144,3,111.9286,343,11,343,11,-14,5292,807,796
Yes,685.748 ,10,17,215.311 ,89.969 ,421,-2.8417,14.65,25.7018,1594.8252,24.2,-32.8,57,15.8833,-23.1667,15.8833,-23.1667,526,138,4,103.9068,339,15,339,15,-14,5291,805,796
Yes,1804.878 ,21,31,7.936 ,89.989 ,464,-1.7875,14.825,25.8275,1603.8762,25,-32.4,57.4,16.8833,-22.45,16.8833,-22.45,505,138,3,108.6093,334,12,334,12,-16,5251,800,796
Yes,5346.208 ,6,42,47.629 ,89.993 ,756,-4.4667,14.8833,26.3889,1561.6866,22.7,-33.7,56.4,14.0667,-24.1667,14.0667,-24.1667,540,146,3,108.1051,360,12,360,12,-60,4815,557,797
Yes,6846.296 ,10,31,207.440 ,89.984 ,493,-0.9042,15.025,26.3135,1581.6569,25.8,-31.3,57.1,17.6167,-21.2167,17.6167,-21.2167,513,146,3,111.8074,346,12,346,12,-28,4922,623,797
Yes,2884.054 ,10,31,169.203 ,89.992 ,450,-1.6292,14.9917,26.1179,1599.9694,25,-32.4,57.4,16.95,-22.3333,16.95,-22.3333,515,145,4,110.0263,343,14,343,14,-14,5289,801,797
Yes,1244.738 ,6,42,158.199 ,89.991 ,651,-1.3875,15.0083,26.011,1612.4897,25.3,-32.4,57.7,17.2833,-18.25,17.2833,-22.3,506,143,3,110.4964,338,13,338,13,-15,5272,798,797
Yes,1351.068 ,21,31,324.090 ,89.974 ,467,-1.7792,14.8083,25.8435,1602.3668,25,-32.3,57.3,16.8833,-22.3833,16.8833,-22.3833,503,137,3,108.0123,331,13,331,13,-14,5290,803,797
Yes,1858.598 ,6,34,182.067 ,89.996 ,426,-1.6333,14.65,26.588,1526.9523,24.3,-30.8,55.1,16.3,-21.0833,16.3,-21.0833,522,149,3,111.8907,352,11,352,11,-14,5287,801,798
Yes,1670.531 ,21,25,150.092 ,89.986 ,387,-1.4458,14.825,26.6158,1542.4736,24.6,-31.1,55.7,16.6,-21.2,16.6,-21.2,517,147,3,111.2707,347,12,347,12,-14,5287,799,798
Yes,4076.802 ,21,31,325.784 ,89.988 ,445,-1.825,14.8333,26.2073,1578.278,24.6,-32,56.6,16.6,-18.2833,16.6,-22.0667,525,145,4,107.9381,345,15,345,15,-16,5264,797,798
Yes,2812.004 ,6,42,50.799 ,89.990 ,602,-1.4875,14.675,26.2522,1560.6207,24.7,-31.2,55.9,16.75,-21.4667,16.75,-21.4667,522,146,4,109.103,346,14,346,14,-14,5288,800,798
Yes,15245.261 ,6,34,16.584 ,89.994 ,657,-2.0083,14.4333,26.2424,1534.9413,24,-31,55,16.0667,-21.4667,16.0667,-21.4667,537,148,4,107.0333,351,15,351,15,-15,5286,799,798
Yes,4162.251 ,21,31,228.180 ,89.986 ,429,-2.8917,13.9333,24.8366,1611.2965,24.3,-31.8,56.1,16.2,-23.15,16.2,-23.15,505,131,3,104.4814,326,12,326,12,-15,5280,797,798
Yes,832.350 ,5,12,60.945 ,89.910 ,329,-4.6375,15.475,26.1402,1678.8525,23.8,-35.4,59.2,15.1667,-25.9167,15.1667,-25.9167,491,126,4,103.1376,318,15,318,15,-63,4659,477,799
Yes,3393.689 ,10,31,322.595 ,89.992 ,586,-2.4167,14.5667,26.2462,1544.0934,23.9,-31.6,55.5,15.7833,-22,15.7833,-22,522,142,3,107.9013,345,12,345,12,-29,4917,615,799
Yes,2205.228 ,10,26,352.432 ,89.996 ,436,-1.1083,14.8667,25.9001,1603.8815,25.4,-32,57.4,17.4833,-17.8333,17.4833,-21.9,502,143,3,111.6229,337,12,337,12,-14,5286,794,799
Yes,900.968 ,6,42,138.343 ,89.996 ,805,-3.2,13.9833,25.0597,1605.6166,24.1,-31.7,55.8,15.9333,-23.25,15.9333,-23.25,518,131,6,99.0777,325,19,325,19,-14,5285,793,800
Yes,7055.001 ,6,31,12.848 ,89.984 ,608,-2.8375,13.5917,24.6673,1589.7986,24,-31.1,55.1,16.0667,-22.7167,16.0667,-22.7167,515,133,4,102.508,329,14,329,14,-28,4910,600,800
Yes,2555.680 ,10,11,108.435 ,89.805 ,360,-1.075,14.85,26.1905,1573.5116,25.2,-31.5,56.7,17.2167,-17.4667,17.2167,-21.3667,500,143,3,112.3505,338,13,338,13,-15,5283,789,801
Yes,839.079 ,21,31,249.193 ,89.994 ,489,-1.2042,14.775,25.9666,1591.2338,25.2,-31.7,56.9,17.2667,-21.7667,17.2667,-21.7667,507,145,3,111.6947,340,12,340,12,-15,5284,789,801
Yes,6323.071 ,12,42,98.354 ,89.994 ,671,-1.2917,14.8167,26.2242,1577.662,25.1,-31.4,56.5,17.1,-21.55,17.1,-21.55,512,144,4,109.8774,341,14,341,14,-15,5282,790,801
Yes,2949.964 ,6,42,164.721 ,89.996 ,989,-4.9083,15.5,26.2712,1669.7098,23.5,-35.5,59,14.8333,-26.0167,14.8333,-26.0167,490,127,3,105.4153,322,13,322,13,-64,4645,459,802
Yes,588.970 ,10,30,194.005 ,89.996 ,548,-1.2958,14.9083,26.2471,1572.4568,25.1,-31.7,56.8,17.0333,-17.65,17.0333,-21.55,505,144,3,111.8265,340,13,340,13,-15,5282,786,802
Yes,2412.897 ,6,35,174.382 ,89.993 ,531,-1.2583,14.8833,26.3889,1565.9963,24.9,-31.5,56.4,16.9667,-21.4333,16.9667,-21.4333,509,146,3,111.5315,342,12,342,12,-15,5281,784,802
Yes,3985.179 ,6,42,144.121 ,89.994 ,775,-0.8208,14.775,25.8757,1597.8813,25.6,-31.5,57.1,17.7,-21.5167,17.7,-21.5167,500,144,3,112.7764,338,11,338,11,-15,5282,785,802
Yes,4068.664 ,21,41,114.666 ,89.993 ,361,-1.8,14.3167,26.1731,1530.3446,24,-30.7,54.7,16.1833,-21.2333,16.1833,-21.2333,539,148,4,107.1182,353,15,353,15,-15,5278,783,802
Yes,989.316 ,5,21,119.624 ,89.969 ,387,-1.3917,14.6167,26.0083,1569.9476,24.9,-31.3,56.2,16.95,-21.5167,16.95,-21.5167,524,145,4,107.6336,344,15,344,15,-15,5277,778,803
Yes,1917.461 ,6,41,270.939 ,89.970 ,547,-1.3417,14.4,26.0398,1547.4801,24.6,-30.7,55.3,16.7667,-21.1,16.7667,-21.1,525,144,4,107.1827,344,15,344,15,-15,5274,781,803
Yes,73.094 ,6,35,88.152 ,89.988 ,674,-5.3667,15.0333,26.1449,1624.4612,22.6,-34.9,57.5,14.05,-25.7333,14.05,-25.7333,495,130,3,107.0127,330,12,330,12,-64,4586,416,805
Yes,1183.248 ,5,42,51.675 ,89.995 ,692,-2.8958,14.8583,26.0673,1593.1407,24.2,-32.8,57,15.85,-23.15,15.85,-23.15,519,137,4,104.4321,335,15,335,15,-29,4900,583,805
Yes,3641.509 ,38,29,119.745 ,89.962 ,434,-2.35,13.8,24.1681,1657.2087,25.6,-31.5,57.1,17.2167,-23.2333,17.2167,-23.2333,491,122,5,97.0802,302,17,302,17,-28,4928,612,805
Yes,2017.525 ,6,36,119.197 ,89.988 ,701,-4.775,15.4667,26.1703,1678.4646,23.7,-35.4,59.1,15.05,-26.0167,15.05,-26.0167,491,125,3,103.1226,317,13,317,13,-65,4648,449,806
Yes,5174.635 ,6,31,30.141 ,89.994 ,649,-3.1417,14.5333,25.3194,1663.9054,25,-32.4,57.4,16.5167,-24.05,16.5167,-24.05,486,120,6,97.6559,304,20,304,20,-33,4899,584,806
Yes,815.482 ,10,11,191.310 ,89.819 ,340,-1.1542,14.925,25.9115,1608.6548,25.4,-32.2,57.6,17.4667,-17.95,17.4667,-22.0333,503,143,3,111.5683,338,12,338,12,-29,4898,578,806
Yes,1204.669 ,5,11,101.310 ,89.638 ,409,-3.3875,13.9083,24.9701,1599.5868,23.9,-31.8,55.7,15.7,-23.3333,15.7,-23.3333,514,133,4,102.4371,328,14,328,14,-15,5277,773,806
Yes,541.081 ,10,21,78.690 ,89.638 ,354,-0.9292,14.8417,25.9017,1600.7207,25.6,-31.7,57.3,17.6333,-21.65,17.6333,-21.65,505,144,3,111.2865,338,12,338,12,-29,4896,574,806
Yes,2690.213 ,6,42,261.371 ,89.993 ,791,-2.55,14.6333,26.1777,1556.8544,23.9,-32,55.9,15.8,-22.3,15.8,-22.3,521,142,3,108.1803,344,12,344,12,-28,4890,564,806
Yes,10098.723 ,6,31,26.903 ,89.992 ,524,-1.6208,14.3583,25.2343,1607.6881,24.9,-32,56.9,17.05,-22.3167,17.05,-22.3167,517,141,4,107.664,339,14,339,14,-25,5085,760,807
Yes,5325.768 ,6,14,54.462 ,89.981 ,247,-1.5083,14.0833,24.9263,1603.2437,24.9,-31.6,56.5,17.1333,-18.1667,17.1333,-22.1167,520,143,4,107.6208,340,15,340,15,-25,5071,752,807
Yes,13816.724 ,5,20,333.925 ,89.993 ,854,-5.0708,15.1917,25.9687,1661.7932,23.2,-35.3,58.5,14.6333,-26.0333,14.6333,-26.0333,494,126,4,103.4761,321,15,321,15,-65,4621,429,808
Yes,2536.814 ,3,42,78.173 ,89.996 ,734,-4.4875,15.9583,25.8644,1767.5717,25.1,-36.6,61.7,16.1167,-27.0833,16.1167,-27.0833,443,112,4,102.82,287,14,287,14,-65,4631,435,808
Yes,5198.898 ,6,42,273.145 ,89.997 ,751,-2.0917,14.3,25.9528,1542.3018,24.1,-31,55.1,16.0833,-21.6167,16.0833,-21.6167,524,141,4,105.8621,341,14,341,14,-14,5294,770,808
Yes,10577.687 ,34,31,152.636 ,89.993 ,463,-1.875,14.4667,25.4247,1604.1274,24.9,-32,56.9,16.85,-22.4167,16.85,-22.4167,517,137,4,104.1704,332,16,332,16,-28,4924,602,808
Yes,3097.771 ,7,31,17.526 ,89.985 ,459,-1.2667,14.9,26.2324,1585.8154,25.2,-31.6,56.8,17.2,-17.85,17.2,-21.6667,509,143,3,110.2791,339,12,339,12,-14,5292,769,809
Yes,7473.213 ,21,41,200.907 ,89.996 ,443,-1.375,14.9667,26.2573,1591.7294,25.2,-31.8,57,17.1667,-18.0167,17.1667,-21.85,513,144,3,110.7103,343,12,343,12,-14,5292,768,809
Yes,1268.324 ,6,14,311.670 ,89.995 ,427,-5.2375,15.5583,26.2367,1673.9082,23.2,-36.1,59.3,14.5167,-26.55,14.5167,-26.55,486,126,4,104.3606,319,15,319,15,-65,4567,393,810
Yes,917.290 ,21,31,228.045 ,89.986 ,509,-1.3625,14.925,26.2764,1583.5089,25.1,-31.7,56.8,17.0833,-17.9167,17.0833,-21.7333,512,145,3,111.1114,343,12,343,12,-14,5292,764,810
Yes,3621.310 ,6,20,180.541 ,89.991 ,720,-3.6333,14.3167,25.2054,1621.8611,23.9,-32.9,56.8,15.6,-24.05,15.6,-24.05,522,134,5,101.951,333,17,333,17,-30,4889,568,811
Yes,853.728 ,6,31,177.292 ,89.994 ,532,-1.4667,14.7,26.4388,1541.6849,24.7,-30.9,55.6,16.6333,-21.15,16.6333,-21.15,511,144,4,110.0619,341,14,341,14,-30,4887,564,811
Yes,237.979 ,5,31,156.371 ,89.982 ,572,-2.8083,14.15,24.481,1664.199,24.9,-32.9,57.8,16.6667,-24.0167,16.6667,-24.0167,496,125,4,100.1051,312,16,312,16,-14,5293,760,812
Yes,1680.873 ,5,11,21.571 ,89.960 ,387,-2.6417,14.2333,24.7106,1658.2738,25.1,-32.5,57.6,16.8,-23.7333,16.8,-23.7333,495,125,5,99.6699,311,17,311,17,-29,4875,536,812
Yes,3716.335 ,10,17,76.958 ,89.990 ,412,-1.4125,14.6583,26.2224,1559.2614,24.7,-31.2,55.9,16.7833,-17.65,16.7833,-21.4,518,147,4,110.5408,346,14,346,14,-14,5291,756,813
Yes,636.773 ,6,42,124.854 ,89.987 ,706,-1.3542,14.975,26.1344,1604.2847,25.3,-32,57.3,17.3,-18.15,17.3,-22.0333,513,144,3,110.444,342,12,342,12,-14,5289,755,813
Yes,6631.219 ,6,30,224.066 ,89.993 ,605,-1.4375,14.6583,25.7616,1599.8638,25.1,-31.8,56.9,17.15,-18.1667,17.15,-22.05,516,145,3,109.833,342,13,342,13,-15,5271,753,813
Yes,4948.301 ,5,42,332.756 ,89.997 ,703,-5.9583,15.3833,26.4773,1629.8743,22.4,-35.7,58.1,13.5333,-26.4333,13.5333,-26.4333,491,130,3,107.6156,329,12,329,12,-65,4551,371,814
Yes,1588.811 ,21,17,270.000 ,89.538 ,402,-1.3708,14.6917,26.2821,1560.5178,24.8,-31.1,55.9,16.8667,-21.35,16.8667,-21.35,520,146,4,110.1105,347,14,347,14,-14,5290,752,814
Yes,609.688 ,21,31,184.185 ,89.955 ,515,-1.4375,14.925,26.0927,1594.1385,25.1,-32.1,57.2,17.0667,-22.0333,17.0667,-22.0333,511,144,4,110.0489,340,14,340,14,-14,5292,752,815
Yes,7215.172 ,21,41,192.804 ,89.980 ,664,-1.3292,14.9417,26.0762,1599.772,25.3,-32,57.3,17.2667,-18.0833,17.2667,-21.9667,508,144,3,111.4417,341,12,341,12,-14,5289,751,815
Yes,5302.112 ,6,31,266.468 ,89.977 ,591,-3.0125,13.525,24.2819,1610.3051,24.2,-31.5,55.7,16.1167,-23.1667,16.1167,-23.1667,514,132,5,101.4531,327,17,327,17,-29,4865,517,815
Yes,4149.615 ,5,31,225.000 ,89.984 ,379,-2.625,13.65,24.375,1619.271,24.5,-31.5,56,16.5,-23.0333,16.5,-23.0333,514,130,5,99.2846,321,17,321,17,-29,4883,539,815
Yes,6578.395 ,38,31,263.290 ,89.973 ,385,-2.2125,13.875,24.4278,1647.2638,25.6,-31.2,56.8,17.25,-22.9333,17.25,-22.9333,497,123,5,96.7174,305,19,305,19,-28,4911,573,815
Yes,4162.251 ,21,31,228.180 ,89.986 ,429,-2.6,14.3,24.8696,1653.9512,25,-32.5,57.5,16.7667,-23.65,16.7667,-23.65,495,125,5,100.1185,312,17,312,17,-29,4862,513,816
Yes,1393.160 ,7,21,69.305 ,89.962 ,354,-1.2458,13.7583,24.0111,1638.8223,25.6,-31.7,57.3,17.75,-22.4167,17.75,-22.4167,521,128,4,100.8664,329,15,329,15,-9,5010,142,816
Yes,3771.085 ,34,41,256.308 ,89.996 ,639,-4.3875,14.025,25.1795,1600.8138,23,-32.7,55.7,14.8,-24.2667,14.8,-24.2667,532,133,6,99.0275,336,20,336,20,-61,4856,543,817
Yes,541.081 ,10,21,78.690 ,89.638 ,354,-0.9125,14.8417,25.9017,1601.4016,25.6,-31.7,57.3,17.65,-21.65,17.65,-21.65,502,144,3,112.1985,338,12,338,12,-14,5291,745,817
Yes,1491.240 ,21,31,275.560 ,89.984 ,477,-3.3,14.8167,26.1317,1578.676,23.6,-33.1,56.7,15.2833,-23.3833,15.2833,-23.3833,533,140,4,104.5791,345,15,345,15,-14,5290,744,817
Yes,3274.272 ,10,31,77.421 ,89.993 ,390,-3.6417,13.5667,24.5329,1595.576,23.7,-31.6,55.3,15.5,-23.4167,15.5,-23.4167,522,131,5,99.7524,329,17,329,17,-39,4873,535,817
Yes,93.557 ,6,39,226.042 ,89.994 ,539,-1.3917,14.7667,25.9977,1595.8381,25.1,-31.7,56.8,17.1833,-18.0667,17.1833,-21.9167,515,144,3,110.33,343,12,343,12,-14,5285,736,819
Yes,488.811 ,6,31,182.056 ,89.991 ,634,-2.8542,14.025,25,1611.6571,24.4,-31.7,56.1,16.25,-23.0833,16.25,-23.0833,510,128,4,99.5914,320,15,320,15,-29,4852,494,819
Yes,2132.388 ,7,31,11.310 ,89.985 ,345,-3.0292,13.4583,24.381,1592.6285,23.8,-31.4,55.2,15.9,-22.95,15.9,-22.95,536,135,6,97.7934,332,19,332,19,-29,4866,511,819
Yes,8087.900 ,30,42,199.231 ,89.993 ,826,-2.35,14.2,24.6101,1663.094,25.4,-32.3,57.7,17.1667,-19.2833,17.1667,-23.5,494,125,4,100.5897,312,17,312,17,-29,4843,479,821
Yes,722.414 ,38,12,173.418 ,89.965 ,429,-2.0708,14.5917,25.6444,1596.2263,24.6,-32.3,56.9,16.5667,-22.5167,16.5667,-22.5167,523,138,4,104.036,336,16,336,16,-22,5144,725,821
Yes,1125.916 ,6,31,50.606 ,89.992 ,551,-2.3167,13.9,24.386,1644.2231,25.1,-31.9,57,16.9833,-23.1833,16.9833,-23.1833,502,126,5,98.5074,312,17,312,17,-29,4862,503,821
Yes,6824.834 ,6,31,87.510 ,89.920 ,467,-2.2042,14.0917,25.2539,1572.2472,24.3,-31.5,55.8,16.3,-22.1833,16.3,-22.1833,527,138,4,104.0421,339,14,339,14,-24,5092,721,821
Yes,6610.536 ,6,31,186.710 ,89.991 ,434,-2.3667,13.4,24.3636,1587.3267,24.3,-30.7,55,16.4667,-22.25,16.4667,-22.25,523,133,5,99.0638,326,17,326,17,-25,5062,708,821
Yes,4045.950 ,6,42,94.493 ,89.993 ,624,-3.2708,15.225,25.937,1683.6384,25.1,-33.6,58.7,16.4833,-20.4167,16.4833,-24.6167,484,121,5,100.6465,307,18,307,18,-31,4850,520,822
Yes,500.948 ,5,25,268.568 ,89.977 ,654,-1.3917,14.7,26.0638,1573.2073,24.9,-31.5,56.4,16.9333,-21.6333,16.9333,-21.6333,520,148,4,110.4879,347,14,347,14,-14,5289,731,822
Yes,5156.142 ,21,31,65.298 ,89.983 ,455,-2.9375,13.4417,24.4394,1583.2161,23.8,-31.2,55,15.9167,-22.7333,15.9167,-22.7333,528,136,4,102.2047,336,14,336,14,-29,4861,501,822
Yes,6582.681 ,3,41,53.216 ,89.993 ,597,-2.0375,13.8583,24.0596,1669.3917,26,-31.6,57.6,17.5833,-23.1833,17.5833,-23.1833,490,121,5,96.0395,299,19,299,19,-29,4884,528,822
Yes,3976.315 ,38,11,304.509 ,89.952 ,354,-2.1208,14.4417,25.4255,1596.9067,24.8,-32,56.8,16.6167,-22.5167,16.6167,-22.5167,511,133,4,102.9253,326,15,326,15,-29,4905,553,822
Yes,3774.089 ,32,24,356.285 ,89.976 ,416,-2.2792,13.4083,24.2028,1599.7166,24.5,-30.9,55.4,16.6333,-22.3833,16.6333,-22.3833,513,130,4,99.5372,321,16,321,16,-28,4915,566,822
Yes,5200.189 ,9,31,145.886 ,89.951 ,441,-2.3667,13.7333,24.3068,1633.356,24.9,-31.6,56.5,16.8667,-23.0167,16.8667,-23.0167,510,128,5,98.2558,316,17,316,17,-29,4873,513,823
Yes,5021.483 ,6,41,184.844 ,89.995 ,488,-5.0625,15.325,26.1519,1658.9662,23.2,-35.4,58.6,14.6333,-25.9833,14.6333,-25.9833,489,126,3,104.5851,320,12,320,12,-62,4565,351,824
Yes,2757.509 ,6,29,153.825 ,89.986 ,445,-1.175,14.3833,25.0581,1631.0907,25.5,-31.9,57.4,17.6833,-22.2667,17.6833,-22.2667,510,140,4,107.8279,335,14,335,14,-23,5126,715,824
Yes,5684.782 ,5,31,126.674 ,89.969 ,359,-2.3375,13.8083,24.4829,1629.7213,24.9,-31.5,56.4,16.8667,-22.95,16.8667,-22.95,508,128,5,98.338,315,19,315,19,-29,4884,524,824
Yes,1393.160 ,7,21,69.305 ,89.962 ,354,-1.125,13.7333,24.0514,1635.6129,25.7,-31.4,57.1,17.85,-22.2333,17.85,-22.2333,509,126,4,101.1218,322,15,322,15,-14,4937,87,824
Yes,6675.143 ,6,42,42.528 ,89.995 ,1098,-4.8667,15.4667,26.0821,1680.2209,23.7,-35.6,59.3,14.9833,-26.15,14.9833,-26.15,489,124,4,102.6421,317,16,317,16,-64,4574,352,826
Yes,4533.345 ,21,31,326.560 ,89.971 ,423,-2.9875,14.5583,25.4072,1649.8997,24.9,-32.4,57.3,16.4667,-23.8,16.4667,-23.8,500,125,5,97.9714,311,19,311,19,-30,4862,509,826
Yes,1447.708 ,38,31,300.750 ,89.980 ,493,-3.1458,13.725,24.5089,1624.6307,24.4,-31.6,56,16.1667,-23.45,16.1667,-23.45,509,128,5,99.613,319,16,319,16,-30,4865,507,827
Yes,1664.482 ,6,31,344.745 ,89.992 ,453,-2.0833,13.9333,24.4444,1644.3668,25.3,-31.7,57,17.2,-22.9667,17.2,-22.9667,499,125,5,97.2813,307,19,307,19,-29,4878,513,827
Yes,1664.482 ,6,31,344.745 ,89.992 ,453,-2.0917,13.9333,24.4444,1645.5641,25.3,-31.7,57,17.2,-23,17.2,-23,498,125,5,97.9154,307,18,307,18,-29,4878,513,827
Yes,1288.462 ,38,26,220.684 ,89.988 ,424,-2.275,13.9667,24.6761,1628.557,24.9,-31.7,56.6,16.8667,-22.9167,16.8667,-22.9167,505,128,5,99.4623,316,17,316,17,-29,4894,533,827
Yes,347.357 ,10,25,155.630 ,89.986 ,528,-3.4042,14.4917,25.5585,1631.9724,24.3,-32.4,56.7,15.9667,-23.8333,15.9667,-23.8333,492,124,5,101.2802,314,16,314,16,-32,4826,493,828
Yes,9184.759 ,6,20,0.000 ,89.980 ,524,-2.8792,13.775,24.5107,1631.8109,24.7,-31.5,56.2,16.4667,-23.3333,16.4667,-23.3333,502,126,5,99.1192,313,17,313,17,-30,4864,506,828
Yes,932.092 ,7,31,322.853 ,89.995 ,419,-1.4042,14.525,25.4378,1604.4037,25.2,-31.9,57.1,17.2333,-22.0667,17.2333,-22.0667,506,139,4,108.2346,334,14,334,14,-16,5238,708,828
Yes,3952.176 ,21,31,345.174 ,89.991 ,420,-2.3375,13.675,24.4633,1608.6698,24.6,-31.3,55.9,16.65,-22.6333,16.65,-22.6333,508,130,4,101.33,321,15,321,15,-23,5122,703,828
Yes,4948.301 ,5,42,332.756 ,89.997 ,703,-5.6875,15.5583,26.641,1641.3993,22.7,-35.7,58.4,13.9,-26.3167,13.9,-26.3167,492,128,4,104.6339,325,15,325,15,-68,4529,315,829
Yes,742.154 ,6,42,28.701 ,89.996 ,663,-3.0917,14.7667,25.6366,1661.5817,25,-32.6,57.6,16.4667,-24.0333,16.4667,-24.0333,488,121,5,98.9404,307,19,307,19,-31,4831,489,829
Yes,4559.101 ,6,31,329.036 ,89.971 ,363,-2.15,14.4667,25.3357,1608.7445,24.8,-32.3,57.1,16.6667,-22.75,16.6667,-22.75,512,133,4,102.6215,326,16,326,16,-26,5055,685,829
Yes,4669.780 ,6,41,213.503 ,89.996 ,583,-1.75,14.4333,25.3216,1608.2867,25,-32,57,16.9833,-22.3833,16.9833,-22.3833,511,136,4,104.7688,329,15,329,15,-23,5123,698,830
Yes,585.825 ,6,31,244.255 ,89.992 ,451,-1.6792,14.075,25.1339,1587.062,24.7,-31.3,56,16.8667,-21.9667,16.8667,-21.9667,514,136,4,104.7617,332,15,332,15,-29,4882,513,830
Yes,3038.020 ,6,21,332.103 ,89.952 ,433,-2.4167,13.9833,24.662,1632.2034,24.8,-31.9,56.7,16.7667,-23.1167,16.7667,-23.1167,512,129,5,98.5354,318,19,318,19,-29,4897,530,830
Yes,3365.930 ,6,42,112.317 ,89.995 ,790,-1.2625,14.6917,25.7749,1602.0983,25.2,-31.8,57,17.3333,-21.95,17.3333,-21.95,509,144,3,111.0505,340,11,340,11,-14,5280,702,831
Yes,1718.825 ,10,31,97.608 ,89.993 ,373,-1.0625,14.5417,25.6467,1593.1874,25.3,-31.4,56.7,17.4333,-17.6667,17.4333,-21.5833,503,140,3,109.8204,334,13,334,13,-14,5279,699,831
Yes,7028.917 ,6,31,93.814 ,89.986 ,415,-2.0792,13.8583,24.0596,1671.1149,25.9,-31.7,57.6,17.55,-23.2667,17.55,-23.2667,489,121,5,96.1134,298,19,298,19,-24,5091,690,831
Yes,4465.632 ,6,42,19.207 ,89.996 ,810,-3.6375,14.7083,25.8041,1641.9655,24.3,-32.7,57,15.85,-24.2,15.85,-24.2,502,125,5,99.0441,316,19,316,19,-32,4811,470,832
Yes,7989.523 ,6,31,288.435 ,89.951 ,373,-2.4833,13.3333,23.9808,1608.9061,24.6,-31,55.6,16.6333,-22.6333,16.6333,-22.6333,513,130,5,98.8957,319,17,319,17,-29,4876,504,832
Yes,1273.458 ,6,31,168.198 ,89.987 ,418,-2.2042,14.375,25.3081,1599.6909,24.7,-32.1,56.8,16.55,-22.65,16.55,-22.65,519,134,4,101.8893,329,16,329,16,-26,5047,673,832
Yes,1516.060 ,6,31,180.721 ,89.994 ,494,-2.4125,14.125,24.8243,1639.5123,25.2,-31.7,56.9,16.9167,-23.1,16.9167,-23.1,504,126,5,97.0077,309,19,309,19,-29,4873,500,833
