FIRE,MIN_NEAR_D,vegID,geomor1,aspect,slope,dem,Bio1,Bio2,Bio3,Bio4,Bio5,Bio6,Bio7,Bio8,Bio9,Bio10,Bio11,Bio12,Bio13,Bio14,Bio15,Bio16,Bio17,Bio18,Bio19,tadem,pa,im,aridity
No,1661.677 ,6,31,54.039 ,89.971 ,363,-2.2167,13.9333,24.6608,1632.8187,25.3,-31.2,56.5,17.0667,-22.7667,17.0667,-22.7667,499,125,5,96.9044,306,19,306,19,-30,4871,499,834
No,4247.714 ,3,29,112.036 ,89.980 ,417,-1.975,14.0833,24.7946,1610.7684,24.9,-31.9,56.8,16.8667,-18.7,16.8667,-22.5833,509,129,4,100.6582,320,17,320,17,-26,5018,644,834
No,1157.893 ,6,32,272.936 ,89.976 ,620,-4.6292,15.425,25.9244,1697.2283,24,-35.5,59.5,15.3833,-26.1667,15.3833,-26.1667,466,119,4,103.0253,303,15,303,15,-53,4540,307,835
No,7267.133 ,6,42,168.503 ,89.995 ,1052,-3.5625,14.5917,25.6444,1640.7607,24.3,-32.6,56.9,15.9,-24.1,15.9,-24.1,493,124,4,101.2393,315,16,315,16,-33,4799,455,835
No,1151.220 ,6,31,61.535 ,89.990 ,447,-3.0417,14.3667,25.249,1643.1619,24.9,-32,56.9,16.4167,-23.6333,16.4167,-23.6333,490,122,5,98.3378,306,19,306,19,-31,4834,476,835
No,2544.981 ,5,11,118.610 ,89.926 ,260,-1.9292,13.925,23.8442,1692.7982,25.7,-32.7,58.4,17.75,-23.65,17.75,-23.65,499,124,5,95.7438,303,20,303,20,-17,4915,352,835
No,11134.983 ,6,42,69.331 ,89.990 ,841,-5.0417,15.3333,26.3459,1642.6819,23.1,-35.1,58.2,14.5,-25.7333,14.5,-25.7333,482,124,4,103.4022,315,15,315,15,-69,4519,290,836
No,12291.551 ,6,52,22.810 ,89.984 ,383,-5.6625,15.0417,26.1594,1623.001,22.4,-35.1,57.5,13.8167,-25.9667,13.8167,-25.9667,491,127,4,104.7998,325,15,325,15,-69,4517,290,837
No,1561.001 ,7,31,22.810 ,89.984 ,383,-3.1083,14.9333,25.3968,1697.1632,25.4,-33.4,58.8,16.7667,-24.65,16.7667,-24.65,477,118,5,99.159,301,19,301,19,-32,4811,458,837
No,1683.968 ,6,31,193.941 ,89.987 ,406,-2.7792,14.3083,25.0146,1653.3979,25.3,-31.9,57.2,16.7667,-23.5667,16.7667,-23.5667,486,121,5,98.0174,302,17,302,17,-31,4837,474,837
No,2472.344 ,6,31,111.571 ,89.960 ,346,-2,13.45,23.3507,1675.4539,25.5,-32.1,57.6,17.6,-23.35,17.6,-23.35,504,126,5,96.5759,307,18,307,18,-10,4920,350,837
No,1381.510 ,6,31,184.456 ,89.988 ,363,-2.2583,14.0167,24.6772,1641.4833,25.3,-31.5,56.8,17.0833,-22.9833,17.0833,-22.9833,497,125,5,97.4409,306,19,306,19,-30,4873,494,838
No,3358.505 ,6,42,172.569 ,89.989 ,935,-5.2958,14.8417,25.9017,1627.3199,22.6,-34.7,57.3,14.2,-25.6167,14.2,-25.6167,497,129,3,105.2582,327,12,327,12,-49,4534,291,839
No,2009.492 ,3,42,148.325 ,89.983 ,866,-4.6667,13.9667,24.9405,1614.9266,22.9,-33.1,56,14.7167,-24.7,14.7167,-24.7,517,131,4,102.0334,331,14,331,14,-65,4707,392,839
No,4984.159 ,34,24,349.369 ,89.994 ,377,-1.1625,14.3417,24.942,1632.842,25.5,-32,57.5,17.6833,-18.1333,17.6833,-22.3333,506,139,4,108.4103,333,14,333,14,-17,5227,667,840
No,3845.158 ,6,31,225.000 ,89.943 ,373,-1.4875,14.325,25.2646,1603.295,25,-31.7,56.7,17.15,-18.1667,17.15,-22.1167,513,140,4,107.3606,336,15,336,15,-30,4854,473,840
No,2296.325 ,7,31,94.844 ,89.984 ,348,-1.9625,13.675,23.9073,1663.3607,25.9,-31.3,57.2,17.6,-23.0167,17.6,-23.0167,486,120,5,96.9725,298,17,298,17,-30,4857,469,840
No,2358.033 ,7,31,32.863 ,89.986 ,238,-1.9417,13.6167,23.8471,1658.3889,25.9,-31.2,57.1,17.5833,-22.9167,17.5833,-22.9167,487,120,5,96.9895,299,17,299,17,-30,4858,470,840
No,1029.535 ,7,31,146.889 ,89.966 ,332,-2.1792,13.9583,24.4454,1651.7971,25.5,-31.6,57.1,17.25,-23.0667,17.25,-23.0667,498,125,5,97.3586,306,19,306,19,-30,4872,490,840
No,9334.697 ,21,31,213.690 ,89.992 ,571,-1.7125,14.1917,25.663,1554.5142,24.4,-30.9,55.3,16.5333,-21.4667,16.5333,-21.4667,534,145,5,105.7377,347,17,347,17,-17,5214,669,841
No,6021.863 ,6,32,132.414 ,89.992 ,748,-4.9667,15.9333,26.5114,1692.0098,23.8,-36.3,60.1,14.9667,-26.5,14.9667,-26.5,469,121,3,104.5734,308,13,308,13,-60,4514,272,842
No,6512.784 ,6,42,189.724 ,89.995 ,998,-4.2375,14.075,24.9557,1627.4578,23.5,-32.9,56.4,15.2167,-24.5167,15.2167,-24.5167,509,128,4,100.5143,323,14,323,14,-50,4703,381,842
No,787.930 ,6,41,238.291 ,89.990 ,614,-4.8875,14.5917,26.3864,1532.4447,21.8,-33.5,55.3,13.3667,-24.15,13.3667,-24.15,566,151,4,105.8355,371,15,371,15,-34,4773,425,842
No,5601.993 ,6,31,165.750 ,89.986 ,460,-2.3583,13.7833,24.3953,1633.0756,24.9,-31.6,56.5,16.8667,-23.0167,16.8667,-23.0167,511,129,5,98.4137,318,19,318,19,-30,4869,486,842
No,7554.822 ,6,21,101.310 ,89.819 ,410,-2.0292,14.4083,24.9279,1631.8735,25,-32.8,57.8,16.95,-19.1,16.95,-23.0667,507,133,4,104.2218,326,15,326,15,-30,4876,490,842
No,215.838 ,1,14,197.546 ,89.994 ,278,-2.7583,14.65,24.9574,1702.6875,25.8,-32.9,58.7,17.1833,-24.35,17.1833,-24.35,470,116,5,98.5089,295,19,295,19,-33,4802,439,843
No,4253.918 ,34,31,220.675 ,89.989 ,434,-1.5208,14.475,25.1739,1625.8962,25.2,-32.3,57.5,17.3167,-18.45,17.3167,-22.5333,511,140,3,108.9035,338,13,338,13,-16,5228,658,843
No,769.878 ,7,31,344.870 ,89.992 ,310,-2.15,13.9833,24.3612,1663.7389,25.8,-31.6,57.4,17.4167,-23.1833,17.4167,-23.1833,493,122,5,95.9817,300,18,300,18,-30,4867,482,843
No,2628.903 ,6,13,22.810 ,89.984 ,383,-2.175,13.8667,24.2001,1663.2491,25.5,-31.8,57.3,17.35,-23.2667,17.35,-23.2667,496,124,5,96.7185,304,19,304,19,-30,4874,486,843
No,2295.430 ,4,27,149.036 ,89.937 ,359,-1.9083,14.1333,24.6655,1630.7567,25.2,-32.1,57.3,17.1,-18.8,17.1,-22.85,503,128,4,100.5431,316,17,316,17,-27,4990,597,843
No,371.331 ,17,29,346.950 ,89.988 ,363,-1.6125,13.8417,24.2411,1630.1898,25.1,-32,57.1,17.2833,-22.65,17.2833,-22.65,533,131,4,99.9151,334,17,334,17,-9,5024,63,843
No,3514.629 ,6,31,209.624 ,89.969 ,518,-2.2583,14.5833,25.7656,1586.9121,24.5,-32.1,56.6,16.3667,-22.4833,16.3667,-22.4833,525,138,4,103.9488,338,16,338,16,-17,5219,657,844
No,1026.297 ,7,31,17.571 ,89.985 ,299,-2.0917,14.4333,25.1891,1613.4587,24.8,-32.5,57.3,16.7333,-22.8,16.7333,-22.8,513,134,4,102.6567,326,16,326,16,-30,4868,482,844
No,1532.106 ,6,31,17.501 ,89.984 ,379,-1.9667,13.75,24.5098,1602.1836,24.9,-31.2,56.1,16.85,-22.35,16.85,-22.35,514,129,5,97.917,318,17,318,17,-30,4866,468,844
No,3930.619 ,21,29,271.017 ,89.989 ,462,-2.0542,14.375,24.8273,1638.144,25,-32.9,57.9,16.9833,-19.15,16.9833,-23.1833,505,133,4,104.5282,325,15,325,15,-28,4939,540,844
No,1302.230 ,6,42,82.336 ,89.995 ,672,-2.7875,14.6917,25.5064,1656.5917,25.2,-32.4,57.6,16.6833,-23.75,16.6833,-23.75,490,123,5,99.1899,307,18,307,18,-32,4813,443,845
No,1612.862 ,3,31,22.351 ,89.991 ,576,-1.8958,14.3417,25.4285,1590.328,24.7,-31.7,56.4,16.7,-18.3833,16.7,-22.2167,517,138,4,105.256,334,15,334,15,-17,5210,655,845
No,7774.738 ,6,31,158.682 ,89.990 ,458,-2.1833,13.3833,23.8138,1636.8517,25.3,-30.9,56.2,17.1833,-22.75,17.1833,-22.75,504,125,5,96.0859,307,19,307,19,-27,4962,562,846
No,1844.171 ,6,31,134.465 ,89.988 ,334,-2.15,13.95,24.5599,1617.6077,24.9,-31.9,56.8,16.7833,-22.8333,16.7833,-22.8333,515,130,5,98.78,321,17,321,17,-30,4865,463,846
No,1738.746 ,5,26,16.858 ,89.973 ,313,-1.9917,13.95,24.1768,1668.2991,25.4,-32.3,57.7,17.4667,-23.3167,17.4667,-23.3167,495,124,5,97.6463,305,19,305,19,-29,4888,492,846
No,844.475 ,6,31,57.470 ,89.988 ,408,-2.8917,14.5667,25.3775,1654.028,25.1,-32.3,57.4,16.6,-23.7667,16.6,-23.7667,489,123,5,99.7299,308,17,308,17,-33,4800,430,847
No,98.219 ,34,11,143.259 ,89.979 ,327,-1.4625,14.425,25.2185,1620.1012,25.2,-32,57.2,17.3167,-22.3667,17.3167,-22.3667,515,141,4,107.9678,339,14,339,14,-15,5251,653,847
No,2790.656 ,6,31,41.941 ,89.990 ,408,-1.9917,13.9167,24.119,1666.8667,25.5,-32.2,57.7,17.4667,-23.2667,17.4667,-23.2667,495,124,5,96.803,304,20,304,20,-29,4890,492,847
No,4625.885 ,6,31,11.785 ,89.987 ,298,-0.9167,13.0333,23.0271,1644.9832,26,-30.6,56.6,18.2167,-22.0833,18.2167,-22.0833,488,122,5,99.173,305,17,305,17,-13,4826,-34,847
No,1132.734 ,6,21,312.274 ,89.938 ,246,-1.05,12.95,23.0018,1632.1013,25.8,-30.5,56.3,17.9833,-22,17.9833,-22,491,123,3,100.6803,310,13,310,13,-13,4826,-35,847
No,1477.776 ,7,42,20.400 ,89.995 ,614,-3.9125,14.6083,25.7189,1626.1669,23.8,-33,56.8,15.4167,-24.3,15.4167,-24.3,508,130,4,102.4278,326,15,326,15,-36,4689,357,848
No,3760.595 ,6,21,225.807 ,89.982 ,319,-2.1792,13.775,24.0822,1662.4386,25.5,-31.7,57.2,17.35,-23.25,17.35,-23.25,501,124,6,95.3427,304,20,304,20,-30,4874,476,849
No,1946.756 ,6,21,240.945 ,89.982 ,321,-2.1667,13.5667,23.9271,1650.7992,25.3,-31.4,56.7,17.2667,-23.0333,17.2667,-23.0333,507,125,6,94.9853,307,20,307,20,-29,4896,496,849
No,1854.994 ,6,21,346.314 ,89.991 ,432,-2.4667,13.8833,24.4856,1638.9011,25,-31.7,56.7,16.9,-23.1167,16.9,-23.1167,510,128,5,96.9614,313,19,313,19,-30,4880,479,849
No,3505.709 ,6,41,155.556 ,89.996 ,564,-3.4667,14.3833,25.1018,1659.4253,24.5,-32.8,57.3,16.1833,-24.3,16.1833,-24.3,489,121,5,98.7366,308,19,308,19,-36,4683,349,850
No,2640.992 ,3,28,304.261 ,89.978 ,425,-2.9833,14.3667,25.1166,1660.559,25.1,-32.1,57.2,16.65,-23.8167,16.65,-23.8167,485,118,6,96.2962,300,20,300,20,-34,4768,402,850
No,5051.070 ,21,31,141.776 ,89.987 ,400,-2.75,13.4833,24.2943,1605.9138,24.2,-31.3,55.5,16.2833,-22.9,16.2833,-22.9,529,132,5,97.4478,327,19,327,19,-17,5217,638,850
No,3212.756 ,6,42,127.304 ,89.993 ,794,-4.825,15.25,25.8037,1680.1536,23.6,-35.5,59.1,15.0333,-26.1,15.0333,-26.1,478,121,3,102.6653,308,12,308,12,-41,4512,247,851
No,10954.159 ,34,31,7.696 ,89.951 ,406,-2.4417,13.6333,24.1298,1640.094,25.3,-31.2,56.5,16.9667,-23.0167,16.9667,-23.0167,502,124,5,96.0007,307,18,307,18,-17,5206,634,851
No,995.390 ,7,21,99.904 ,89.971 ,358,-2.2667,13.7333,24.0514,1657.0035,25.3,-31.8,57.1,17.2,-23.25,17.2,-23.25,502,125,6,95.7112,306,20,306,20,-30,4876,475,851
No,393.728 ,6,32,247.362 ,89.992 ,578,-4.5375,15.4917,25.8194,1708.4125,24.3,-35.7,60,15.55,-26.2667,15.55,-26.2667,470,120,3,103.3983,305,12,305,12,-46,4517,247,852
No,4374.623 ,6,31,37.648 ,89.979 ,487,-1.875,13.3,23.5816,1643.0936,25.6,-30.8,56.4,17.5167,-22.5833,17.5167,-22.5833,495,122,5,96.1643,302,17,302,17,-27,4970,558,852
No,1043.003 ,5,31,216.703 ,89.973 ,317,-2.0458,13.375,23.7145,1642.6537,25.4,-31,56.4,17.3333,-22.75,17.3333,-22.75,505,124,6,95.1951,306,20,306,20,-30,4876,472,852
No,2255.232 ,6,31,104.184 ,89.980 ,431,-2.1417,13.85,24.2557,1645.1925,25.1,-32,57.1,17.1167,-23.1167,17.1167,-23.1167,513,127,5,96.5581,314,19,314,19,-30,4880,475,852
No,1067.336 ,6,41,138.641 ,89.988 ,438,-3.2375,14.625,25.3028,1676.2202,25,-32.8,57.8,16.5167,-24.3667,16.5167,-24.3667,478,117,5,97.9972,299,20,299,20,-36,4735,373,853
No,2987.204 ,21,21,302.005 ,89.902 ,402,-1.3125,14.375,25.0873,1625.1477,25.3,-32,57.3,17.4833,-18.2667,17.4833,-22.3167,510,141,3,109.692,338,12,338,12,-15,5248,631,853
No,2493.256 ,7,31,356.399 ,89.987 ,278,-1.1083,12.8167,22.8461,1630.0903,25.6,-30.5,56.1,17.9,-22.0167,17.9,-22.0167,492,124,4,100.9081,310,14,310,14,-13,4821,-52,853
No,3200.188 ,3,30,230.631 ,89.991 ,262,-0.7167,12.95,22.961,1634.6801,26.1,-30.3,56.4,18.3,-21.7333,18.3,-21.7333,489,121,4,99.5415,306,16,306,16,-13,4820,-54,853
No,38.693 ,6,31,41.055 ,89.978 ,270,-1,13.3167,23.6111,1622.9056,25.7,-30.7,56.4,17.9,-21.8667,17.9,-21.8667,498,123,4,100.6528,315,15,315,15,-15,4832,-49,853
No,1571.576 ,7,11,219.806 ,89.988 ,524,-4.5625,15.9083,26.0366,1740.8359,24.6,-36.5,61.1,15.7667,-26.8833,15.7667,-26.8833,461,116,4,102.069,297,15,297,15,-42,4508,237,854
No,5083.587 ,6,41,44.318 ,89.992 ,489,-3.3417,14.1,24.6935,1659.1411,24.6,-32.5,57.1,16.3167,-24.15,16.3167,-24.15,480,120,4,100.3428,304,15,304,15,-36,4718,360,854
No,4055.011 ,6,31,42.236 ,89.991 ,508,-3.4208,14.0583,24.7942,1648.3538,24.5,-32.2,56.7,16.1833,-24,16.1833,-24,488,120,5,98.3725,306,17,306,17,-36,4737,372,854
No,2257.610 ,6,21,202.671 ,89.978 ,338,-2.1167,13.7167,24.0222,1655.8428,25.4,-31.7,57.1,17.3333,-23.1,17.3333,-23.1,503,125,6,95.3735,305,20,305,20,-30,4877,469,855
No,3423.353 ,6,31,82.875 ,89.885 ,687,-4.5292,15.2417,25.9654,1680.0751,23.9,-34.8,58.7,15.3167,-25.7333,15.3167,-25.7333,483,121,4,101.6771,310,15,310,15,-42,4526,240,856
No,1326.967 ,6,42,46.175 ,89.993 ,601,-3.7625,14.4417,25.2477,1653.895,24.2,-33,57.2,15.85,-24.4833,15.85,-24.4833,487,122,5,99.8895,309,17,309,17,-38,4645,311,856
No,3140.134 ,6,42,180.138 ,89.996 ,756,-3.225,13.8333,24.9699,1568.1134,23.5,-31.9,55.4,15.3833,-23,15.3833,-23,538,138,5,100.849,340,17,340,17,-15,5246,622,856
No,1395.654 ,6,27,6.520 ,89.974 ,346,-1.9917,13.8167,24.1129,1656.2181,25.4,-31.9,57.3,17.3833,-23.0833,17.3833,-23.0833,499,126,5,97.8056,308,19,308,19,-28,4895,481,856
No,1604.676 ,5,31,212.400 ,89.985 ,348,-2.2208,13.9083,24.2728,1657.1915,25.3,-32,57.3,17.2333,-23.25,17.2333,-23.25,501,126,5,97.3051,307,18,307,18,-27,4885,472,856
No,3850.295 ,4,31,186.203 ,89.980 ,347,-1.0125,13.025,23.3423,1610.1851,25.5,-30.3,55.8,17.8,-21.65,17.8,-21.65,504,125,4,100.6884,319,15,319,15,-13,4831,-58,856
No,1516.047 ,5,31,287.281 ,89.980 ,657,-5.0417,14.6,26.1649,1545.6315,21.9,-33.9,55.8,13.3833,-24.4833,13.3833,-24.4833,549,146,4,105.9795,361,15,361,15,-48,4628,298,857
No,1269.868 ,5,31,247.620 ,89.899 ,369,-3.0958,14.2583,24.2902,1710.1561,25.5,-33.2,58.7,16.9833,-24.7333,16.9833,-24.7333,472,114,5,97.0336,293,17,293,17,-35,4739,367,857
No,1756.937 ,6,31,92.936 ,89.976 ,514,-1.725,13.7333,24.9244,1564.8737,24.4,-30.7,55.1,16.6667,-21.6167,16.6667,-21.6167,522,137,5,102.8075,333,17,333,17,-23,5096,618,857
No,4850.469 ,4,31,107.447 ,89.950 ,425,-1.9583,13.7833,24.3953,1612.5092,25,-31.5,56.5,16.9333,-22.5333,16.9333,-22.5333,508,129,4,99.4054,317,15,317,15,-27,4958,536,857
No,3317.045 ,6,31,329.470 ,89.959 ,333,-2.1833,13.7833,24.2238,1642.5276,25.1,-31.8,56.9,17.1,-23.0333,17.1,-23.0333,504,128,5,98.3116,311,17,311,17,-30,4872,467,858
No,5531.956 ,7,31,28.191 ,89.987 ,274,-0.9708,12.8083,22.8313,1629.1638,25.7,-30.4,56.1,18.0167,-21.9,18.0167,-21.9,494,123,4,100.121,310,14,310,14,-13,4815,-70,858
No,1616.431 ,5,31,22.810 ,89.984 ,383,-4.6292,15.8417,26.0554,1730.5208,24.4,-36.4,60.8,15.6333,-26.7667,15.6333,-26.7667,462,116,4,102.225,299,15,299,15,-42,4491,215,859
No,3887.312 ,6,42,310.073 ,89.978 ,838,-3.9792,14.5917,25.7803,1619.5011,23.7,-32.9,56.6,15.3167,-24.2333,15.3167,-24.2333,512,131,5,102.2165,329,16,329,16,-37,4649,306,859
No,1046.642 ,5,31,356.121 ,89.984 ,370,-2.0917,13.85,24.171,1656.7325,25.3,-32,57.3,17.3167,-23.15,17.3167,-23.15,499,125,5,97.4461,307,18,307,18,-30,4880,464,859
No,137.967 ,6,21,121.675 ,89.967 ,398,-2.4583,14.1,24.5645,1657.4088,25.2,-32.2,57.4,17.0167,-23.4667,17.0167,-23.4667,506,127,5,96.5666,310,19,310,19,-24,5068,605,860
No,2653.632 ,6,21,10.008 ,89.946 ,370,-2.3417,14,24.3056,1663.7825,25.4,-32.2,57.6,17.2,-23.4333,17.2,-23.4333,504,126,5,96.7743,308,19,308,19,-26,4889,467,861
No,2160.969 ,6,39,204.520 ,89.993 ,543,-3.5583,14.7333,25.315,1683.8833,24.8,-33.4,58.2,16.3,-24.7833,16.3,-24.7833,488,120,5,97.2967,304,19,304,19,-38,4634,289,862
No,9095.782 ,7,31,180.000 ,89.908 ,213,-1.1958,12.975,22.9646,1639.5475,25.7,-30.8,56.5,17.9,-22.2833,17.9,-22.2833,491,123,4,100.7727,310,14,310,14,-13,4812,-81,862
No,377.412 ,6,21,267.709 ,89.963 ,340,-2.25,13.95,24.1768,1671.5493,25.5,-32.2,57.7,17.3667,-23.45,17.3667,-23.45,506,126,5,96.2073,308,19,308,19,-30,4879,456,863
No,6470.475 ,3,42,300.964 ,89.976 ,864,-5.0667,15.15,26.0309,1647.853,23.1,-35.1,58.2,14.5833,-25.7833,14.5833,-25.7833,481,123,4,103.2559,314,15,314,15,-69,4469,188,864
No,360.364 ,6,41,298.752 ,89.993 ,384,-3.0708,14.0417,24.5055,1668.2795,25,-32.3,57.3,16.65,-24.0167,16.65,-24.0167,469,116,4,100.6866,299,15,299,15,-38,4686,316,864
No,2889.862 ,6,31,276.582 ,89.965 ,371,-2.1583,13.9833,24.3188,1658.674,25.4,-32.1,57.5,17.3,-23.2333,17.3,-23.2333,500,126,5,97.5269,307,19,307,19,-26,4887,459,864
No,528.709 ,3,31,28.301 ,89.975 ,285,-1.0083,12.85,22.9464,1625.1249,25.8,-30.2,56,17.9833,-21.8167,17.9833,-21.8167,486,123,4,102.2297,309,14,309,14,-13,4808,-88,864
No,263.529 ,6,31,155.422 ,89.987 ,296,-0.9958,13.1583,23.2891,1634.3298,25.8,-30.7,56.5,18.0333,-22.0167,18.0333,-22.0167,496,123,4,101.339,315,14,315,14,-13,4814,-86,864
No,7335.054 ,3,29,352.776 ,89.974 ,272,-1.0583,12.9833,23.0201,1633.1228,25.8,-30.6,56.4,18,-22.0167,18,-22.0167,492,123,4,100.4576,310,14,310,14,-13,4807,-92,865
No,575.140 ,1,31,213.503 ,89.978 ,375,-1.6375,14.9083,26.7654,1541.7996,24.5,-31.2,55.7,16.4333,-21.3333,16.4333,-21.3333,519,147,3,111.214,349,12,349,12,-37,4695,319,866
No,1889.645 ,5,31,68.199 ,89.966 ,406,-1.6208,13.9917,24.6332,1618.326,24.9,-31.9,56.8,17.1333,-22.5,17.1333,-22.5,521,140,4,105.3315,338,16,338,16,-25,5065,588,866
No,12041.355 ,32,21,297.897 ,89.981 ,425,-1.7583,13.8833,24.7034,1593.4052,24.8,-31.4,56.2,16.8833,-22.1333,16.8833,-22.1333,510,134,4,104.2578,328,15,328,15,-25,5050,585,866
No,8740.968 ,32,22,345.784 ,89.976 ,453,-1.7583,13.6167,24.5788,1571.3455,24.6,-30.8,55.4,16.7333,-21.7333,16.7333,-21.7333,516,134,4,103.5979,330,14,330,14,-25,5044,586,866
No,3314.202 ,7,19,143.746 ,89.950 ,236,-0.8208,12.9917,23.0758,1633.5077,25.9,-30.4,56.3,18.1667,-21.8333,18.1667,-21.8333,489,121,4,100.558,309,14,309,14,-14,4808,-96,866
No,161.401 ,1,30,214.160 ,89.986 ,378,-3.0583,14.5,24.8714,1697.7791,25.4,-32.9,58.3,16.8667,-24.5,16.8667,-24.5,469,114,5,97.2622,293,20,293,20,-38,4676,303,867
No,3390.309 ,3,21,348.690 ,89.977 ,401,-2.3917,14.0667,24.5492,1653.5717,25.3,-32,57.3,17.0833,-23.3167,17.0833,-23.3167,504,126,5,96.9722,309,19,309,19,-28,4933,490,867
No,7835.862 ,3,31,206.450 ,89.992 ,310,-1.3083,13.4333,23.818,1627.9795,25.4,-31,56.4,17.6333,-22.25,17.6333,-22.25,511,126,5,99.5788,321,17,321,17,-14,4805,-98,867
No,5183.488 ,3,31,15.101 ,89.972 ,277,-1.25,13.55,24.0675,1618.4912,25.4,-30.9,56.3,17.6,-22.0333,17.6,-22.0333,507,126,4,100.2816,320,17,320,17,-14,4804,-100,867
No,1768.892 ,3,31,226.863 ,89.989 ,234,-0.9167,12.8167,22.9278,1624.4025,25.8,-30.1,55.9,18.0667,-21.7,18.0667,-21.7,493,123,4,100.2457,310,15,310,15,-14,4805,-98,867
No,1643.764 ,3,31,341.175 ,89.980 ,267,-1.7292,13.4917,23.3017,1683.7059,25.8,-32.1,57.9,17.8833,-23.2833,17.8833,-23.2833,501,125,5,96.5146,305,18,305,18,-11,4906,272,869
No,4476.711 ,6,31,171.158 ,89.994 ,641,-4.6917,15.8,26.1589,1718.7256,24.2,-36.2,60.4,15.4667,-26.6,15.4667,-26.6,462,117,4,102.3276,299,15,299,15,-44,4469,173,870
No,2220.815 ,6,34,319.574 ,89.994 ,441,-4.5708,14.1583,25.6492,1580.1891,22.7,-32.5,55.2,14.4667,-24.0833,14.4667,-24.0833,532,137,4,103.2439,344,15,344,15,-40,4602,250,870
No,354.839 ,5,11,19.440 ,89.949 ,264,-2.9917,14.6833,24.8029,1722.1945,25.7,-33.5,59.2,17.1333,-24.8833,17.1333,-24.8833,462,111,5,96.9236,288,20,288,20,-39,4658,283,871
No,241.766 ,1,29,88.091 ,89.985 ,324,-3.1625,14.425,24.4078,1725.8781,25.6,-33.5,59.1,17,-20.4,17,-25.0667,463,111,5,97.3054,289,19,289,19,-39,4660,281,872
No,3272.550 ,6,21,183.366 ,89.946 ,467,-1.8875,14.075,24.7364,1613.7311,24.8,-32.1,56.9,16.9333,-22.6167,16.9333,-22.6167,511,135,4,104.5218,330,15,330,15,-25,5063,572,872
No,1123.863 ,5,21,2.883 ,89.987 ,487,-4.4917,15.7667,25.932,1740.7246,24.7,-36.1,60.8,15.85,-22.25,15.85,-26.7,456,116,4,104.418,298,14,298,14,-44,4475,168,873
No,1335.375 ,5,42,230.622 ,89.993 ,759,-4.85,15.5,26.0504,1686.0322,23.7,-35.8,59.5,15.05,-26.25,15.05,-26.25,479,123,4,102.7875,311,15,311,15,-47,4455,155,874
No,3956.651 ,6,38,265.135 ,89.980 ,579,-4.575,14.8333,26.3002,1563.0645,22.4,-34,56.4,13.9333,-24.3667,13.9333,-24.3667,540,143,3,106.697,357,12,357,12,-42,4553,204,877
No,3484.078 ,6,31,22.810 ,89.984 ,383,-3.3042,14.975,25.4677,1700.86,25.3,-33.5,58.8,16.6667,-24.8167,16.6667,-24.8167,463,114,5,99.5513,293,17,293,17,-41,4573,216,877
No,2657.508 ,4,11,33.690 ,89.872 ,167,-0.8,13.2,22.4872,1721.4199,26.7,-32,58.7,18.9667,-23.2667,18.9667,-23.2667,478,118,3,100.4805,301,13,301,13,-14,4792,-133,877
No,3527.694 ,6,31,53.862 ,89.993 ,626,-4.3958,15.375,25.9713,1696.927,24.4,-34.8,59.2,15.6167,-21.6,15.6167,-25.8333,473,120,4,101.1684,302,16,302,16,-45,4474,153,878
No,4105.695 ,3,31,105.255 ,89.973 ,576,-3.8208,14.7083,25.491,1663.7013,24.4,-33.3,57.7,15.8833,-24.7,15.8833,-24.7,481,119,5,99.0058,303,17,303,17,-41,4560,205,878
No,8455.307 ,32,31,85.972 ,89.987 ,478,-1.8583,14.2833,24.9273,1623.7384,24.9,-32.4,57.3,16.9667,-22.8,16.9667,-22.8,517,137,4,104.8731,334,15,334,15,-23,5084,559,878
No,4948.038 ,6,31,129.987 ,89.977 ,367,-3.225,14.7833,25.2707,1697.0476,25.2,-33.3,58.5,16.7,-24.6833,16.7,-24.6833,468,113,5,96.519,291,20,291,20,-41,4565,207,879
No,4614.301 ,2,36,121.809 ,89.980 ,575,-3.475,14.6167,25.2447,1659.3187,24.3,-33.6,57.9,16,-24.5833,16,-24.5833,501,127,5,101.5476,320,16,320,16,-41,4567,207,879
No,4903.527 ,21,31,191.041 ,89.978 ,467,-1.8667,14.0667,24.8968,1605.5519,24.7,-31.8,56.5,16.85,-22.4667,16.85,-22.4667,515,136,4,104.4169,331,15,331,15,-22,5110,559,879
No,2293.362 ,16,21,18.435 ,89.883 ,350,-1.675,13.8667,23.9493,1660.3389,25.4,-32.5,57.9,17.5167,-19.0333,17.5167,-23.1833,510,130,4,103.4204,326,15,326,15,-17,4898,247,879
No,2316.559 ,38,11,15.255 ,89.919 ,368,-1.575,14.4667,25.0288,1635.2725,25.3,-32.5,57.8,17.3333,-18.65,17.3333,-22.7333,505,137,4,106.6296,329,15,329,15,-19,5170,557,880
No,217.339 ,14,19,22.810 ,89.984 ,383,-4.5917,15.9,26.1084,1731.8367,24.5,-36.4,60.9,15.7,-26.7167,15.7,-26.7167,452,116,3,104.2757,296,12,296,12,-46,4440,128,881
No,1338.431 ,5,16,232.439 ,89.996 ,558,-4.5708,15.875,26.1102,1735.4911,24.6,-36.2,60.8,15.7333,-26.7167,15.7333,-26.7167,456,115,4,102.2782,294,15,294,15,-46,4449,131,881
